Run,read_length,paired,mseqs,fastq_size_gb,split_fq_size_gb,trimmed_fq_size_gb,mapped_BAM_size_gb,Library_Prep,derived_data_size_gb,minimum_possible_size_gb,practical_storage_size_gb,full_data_size_gb,practical_cost,full_cost
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,4C,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,ATAC-Seq,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,Bisulfite-seq (PBAT),183.20551300869252,91.60275650434626,412.2124042695582,595.4179172782507,676.0283430020754,976.4853843363311
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,Bisulfite-seq (Reduced Representation),91.60275650434626,91.60275650434626,320.6096477652119,503.81516077390444,525.7998223349475,826.2568636692032
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,Bisulfite-seq (WGSBS),183.20551300869252,91.60275650434626,412.2124042695582,595.4179172782507,676.0283430020754,976.4853843363311
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,CHiC,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,Genomic DNA,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,HiC,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,Histone ChIP,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,MeDIP,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,NOMe-seq,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,non-standard Bisulfite,183.20551300869252,91.60275650434626,412.2124042695582,595.4179172782507,676.0283430020754,976.4853843363311
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,Protein ChIP,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,RNA-Seq,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,scBS-seq,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,scNMT-Seq,91.60275650434626,91.60275650434626,320.6096477652119,503.81516077390444,525.7998223349475,826.2568636692032
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,SLAM-Seq,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,FALSE,1000,91.60275650434626,91.60275650434626,91.60275650434626,137.4041347565194,Small RNA,0,91.60275650434626,229.00689126086564,412.2124042695582,375.5713016678196,676.0283430020754
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,10X 3' RNA,183.20551300869252,183.20551300869252,641.2192955304238,1007.6303215478089,1051.599644669895,1652.5137273384064
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,10X 5' RNA,183.20551300869252,183.20551300869252,641.2192955304238,1007.6303215478089,1051.599644669895,1652.5137273384064
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,10X VDJ-seq,183.20551300869252,183.20551300869252,641.2192955304238,1007.6303215478089,1051.599644669895,1652.5137273384064
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,4C,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,ATAC-Seq,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,Bisulfite-seq (PBAT),366.41102601738504,183.20551300869252,824.4248085391164,1190.8358345565014,1352.0566860041508,1952.9707686726622
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,Bisulfite-seq (Reduced Representation),183.20551300869252,183.20551300869252,641.2192955304238,1007.6303215478089,1051.599644669895,1652.5137273384064
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,Bisulfite-seq (WGSBS),366.41102601738504,183.20551300869252,824.4248085391164,1190.8358345565014,1352.0566860041508,1952.9707686726622
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,CHiC,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,Genomic DNA,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,HiC,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,Histone ChIP,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,MeDIP,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,NOMe-seq,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,non-standard Bisulfite,366.41102601738504,183.20551300869252,824.4248085391164,1190.8358345565014,1352.0566860041508,1952.9707686726622
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,Protein ChIP,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,RNA-Seq,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,scBS-seq,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,scNMT-Seq,183.20551300869252,183.20551300869252,641.2192955304238,1007.6303215478089,1051.599644669895,1652.5137273384064
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,SLAM-Seq,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,150,TRUE,1000,183.20551300869252,183.20551300869252,183.20551300869252,274.8082695130388,Small RNA,0,183.20551300869252,458.0137825217313,824.4248085391164,751.1426033356393,1352.0566860041508
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,10X 3' RNA,51.571766348249874,51.571766348249874,180.50118221887456,283.6447149153743,296.02193883895427,465.17733246121384
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,10X 5' RNA,51.571766348249874,51.571766348249874,180.50118221887456,283.6447149153743,296.02193883895427,465.17733246121384
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,10X VDJ-seq,51.571766348249874,51.571766348249874,180.50118221887456,283.6447149153743,296.02193883895427,465.17733246121384
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,4C,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,ATAC-Seq,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,Bisulfite-seq (PBAT),103.14353269649975,51.571766348249874,232.07294856712446,335.2164812636242,380.5996356500841,549.7550292723437
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,Bisulfite-seq (Reduced Representation),51.571766348249874,51.571766348249874,180.50118221887456,283.6447149153743,296.02193883895427,465.17733246121384
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,Bisulfite-seq (WGSBS),103.14353269649975,51.571766348249874,232.07294856712446,335.2164812636242,380.5996356500841,549.7550292723437
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,CHiC,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,Genomic DNA,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,HiC,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,Histone ChIP,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,MeDIP,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,NOMe-seq,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,non-standard Bisulfite,103.14353269649975,51.571766348249874,232.07294856712446,335.2164812636242,380.5996356500841,549.7550292723437
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,Protein ChIP,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,RNA-Seq,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,scBS-seq,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,scNMT-Seq,51.571766348249874,51.571766348249874,180.50118221887456,283.6447149153743,296.02193883895427,465.17733246121384
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,SLAM-Seq,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,FALSE,300,51.571766348249874,51.571766348249874,51.571766348249874,77.35764952237481,Small RNA,0,51.571766348249874,128.9294158706247,232.07294856712446,211.4442420278245,380.5996356500841
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,10X 3' RNA,103.14353269649975,103.14353269649975,361.0023644377491,567.2894298307486,592.0438776779085,930.3546649224277
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,10X 5' RNA,103.14353269649975,103.14353269649975,361.0023644377491,567.2894298307486,592.0438776779085,930.3546649224277
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,10X VDJ-seq,103.14353269649975,103.14353269649975,361.0023644377491,567.2894298307486,592.0438776779085,930.3546649224277
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,4C,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,ATAC-Seq,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,Bisulfite-seq (PBAT),206.2870653929995,103.14353269649975,464.1458971342489,670.4329625272484,761.1992713001682,1099.5100585446874
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,Bisulfite-seq (Reduced Representation),103.14353269649975,103.14353269649975,361.0023644377491,567.2894298307486,592.0438776779085,930.3546649224277
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,Bisulfite-seq (WGSBS),206.2870653929995,103.14353269649975,464.1458971342489,670.4329625272484,761.1992713001682,1099.5100585446874
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,CHiC,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,Genomic DNA,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,HiC,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,Histone ChIP,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,MeDIP,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,NOMe-seq,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,non-standard Bisulfite,206.2870653929995,103.14353269649975,464.1458971342489,670.4329625272484,761.1992713001682,1099.5100585446874
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,Protein ChIP,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,RNA-Seq,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,scBS-seq,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,scNMT-Seq,103.14353269649975,103.14353269649975,361.0023644377491,567.2894298307486,592.0438776779085,930.3546649224277
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,SLAM-Seq,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI High Output,300,TRUE,300,103.14353269649975,103.14353269649975,103.14353269649975,154.71529904474963,Small RNA,0,103.14353269649975,257.8588317412494,464.1458971342489,422.888484055649,761.1992713001682
AVITI Low Output,150,FALSE,250,22.900689126086565,22.900689126086565,22.900689126086565,34.35103368912985,10X 3' RNA,22.900689126086565,22.900689126086565,80.15241194130297,125.95379019347611,131.44995558373688,206.5642159173008
AVITI Low Output,150,FALSE,250,22.900689126086565,22.900689126086565,22.900689126086565,34.35103368912985,10X 5' RNA,22.900689126086565,22.900689126086565,80.15241194130297,125.95379019347611,131.44995558373688,206.5642159173008
AVITI Low Output,150,FALSE,250,22.900689126086565,22.900689126086565,22.900689126086565,34.35103368912985,10X VDJ-seq,22.900689126086565,22.900689126086565,80.15241194130297,125.95379019347611,131.44995558373688,206.5642159173008
AVITI Low Output,150,FALSE,250,22.900689126086565,22.900689126086565,22.900689126086565,34.35103368912985,4C,0,22.900689126086565,57.25172281521641,103.05310106738955,93.8928254169549,169.00708575051885
AVITI Low Output,150,FALSE,250,22.900689126086565,22.900689126086565,22.900689126086565,34.35103368912985,ATAC-Seq,0,22.900689126086565,57.25172281521641,103.05310106738955,93.8928254169549,169.00708575051885
AVITI Low Output,150,FALSE,250,22.900689126086565,22.900689126086565,22.900689126086565,34.35103368912985,Bisulfite-seq (PBAT),45.80137825217313,22.900689126086565,103.05310106738955,148.85447931956267,169.00708575051885,244.12134608408277
AVITI Low Output,150,FALSE,250,22.900689126086565,22.900689126086565,22.900689126086565,34.35103368912985,Bisulfite-seq (Reduced Representation),22.900689126086565,22.900689126086565,80.15241194130297,125.95379019347611,131.44995558373688,206.5642159173008
